BabyBornUI,41058,"New Text"
BabyBornUI,41054,"New Text"
BabyBornUI,41088,"方法"
BabyBornUI,41094,"方法"
BagUI,41642,"狩猎"
BagUI,41996,"288.3k"
BagUI,42174,"道具"
BagUI,42276,"道具"
BagUI,42220,"道具"
BagUI,42280,"道具"
BagUI,42270,"1000"
BagUI,42210,"物品名字"
BagUI,42060,"这是物品描述11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"
BagUI,42246,"领取"
BagUI,42264,"领取"
BagUI,42252,"领取"
BagUI,41692,"当前没有后宫道具!"
BagUI,41826,"使用"
BagUI,41868,"X"
BagUI,41664,"物品名称"
BagUI,41602,"当前拥有：4个"
BagUI,41814,"输入数字"
BagUI,42070,"4"
BagUI,42034,"-"
BagUI,42056,"+"
BagUI,42004,"-10"
BagUI,42042,"+10"
BagUI,41684,"取消"
BagUI,41594,"确定"
BagUI,41616,"New Text"
BagUI,41630,"可以从以下奖励选取一种"
BagUI,42258,"1000"
BagUI,42008,"New Text111"
BagUI,41606,"批量使用:"
BagUI,42074,"-10"
BagUI,42030,"输入数字"
BagUI,42026,"10"
BagUI,42038,"+10"
BagUI,42064,"领取"
BagUI,41654,"拥有:100"
BagUI,41620,"一键使用"
BagUI,41888,"X"
BagUI,42166,"x4"
BagUI,42182,"物品名称"
BagUI,41668,"使用完成"
BattleDetailUI,42456,"New Text"
BattleDetailUI,42664,"Toggle"
BattleDetailUI,42660,"Toggle"
BattleDetailUI,42604,"Toggle"
BattleDetailUI,42818,"New Text"
BattleDetailUI,42830,"New Text"
BattleDetailUI,42790,"New Text"
BattleDetailUI,42810,"New Text"
BattleDetailUI,42806,"New Text"
BattleDetailUI,42814,"New Text"
BattleDetailUI,42566,"领取"
BattleDetailUI,42592,"领取"
BattleDetailUI,42554,"New Text"
BattleDetailUI,42622,"New Text"
BattleDetailUI,42550,"New Text"
BattleDetailUI,42562,"New Text"
BattleDetailUI,42584,"New Text"
BattleDetailUI,42576,"New Text"
BattleResultUI,43344,"New Text"
BattleResultUI,43282,"New Text"
BattleResultUI,43272,"fawfawf"
BattleResultUI,43372,"New Text"
BattleResultUI,43332,"48484854"
BattleResultUI,43368,"48484854"
BattleResultUI,43472,"1000"
BattleResultUI,43264,"48484854"
BattleResultUI,43318,"New Text"
BattleResultUI,43360,"New Text"
BattleResultUI,43314,"New Text"
BattleResultUI,43364,"48484854"
BattleResultUI,43464,"领取"
BattleResultUI,43482,"New Text"
BattleResultUI,43122,"40"
BattleResultUI,43308,"领取"
BattleResultUI2,43946,"New Text"
BattleResultUI2,43892,"New Text"
BattleResultUI2,43822,"fawfawf"
BattleResultUI2,43810,"New Text"
BattleResultUI2,43930,"48484854"
BattleResultUI2,43814,"48484854"
BattleResultUI2,44076,"1000"
BattleResultUI2,43902,"48484854"
BattleResultUI2,43870,"New Text"
BattleResultUI2,43884,"New Text"
BattleResultUI2,43926,"New Text"
BattleResultUI2,43874,"48484854"
BattleResultUI2,44058,"领取"
BattleResultUI2,44020,"New Text"
BattleResultUI2,43656,"40"
BigMapUI,44434,"狩猎"
BigMapUI,44522,"288.3k"
BigMapUI,44498,"秘密探访"
BigMapUI,44490,"监狱"
BigMapUI,44502,"黑帮混战"
BigMapUI,44494,"地下黑拳"
BigMapUI,44510,"狩猎"
BigMapUI,44506,"混乱区域"
BigSecondPanel,44582,"领地收益"
BlueButton,44604,"产出总览"
BlueSmallButton,44626,"约会"
BuyItemUI,44768,"物品使用"
BuyItemUI,44798,"New Text"
BuyItemUI,44814,"确定"
BuyItemUI,44820,"取消"
BuyItemUI,44830,"+10"
BuyItemUI,44838,"-10"
BuyItemUI,44826,"99"
BuyShopItemUI,45010,"物品使用"
BuyShopItemUI,45044,"确定"
BuyShopItemUI,45054,"取消"
BuyShopItemUI,45040,"+10"
BuyShopItemUI,45050,"-10"
BuyShopItemUI,45036,"99"
BuyShopItemUI,44998,"New Text"
BuyShopItemUI,44980,"New Text"
BuyShopItemUI,44994,"278278"
CelebrityHotelUI,45816,"天使宝贝"
CelebrityHotelUI,45804,"9999"
CelebrityHotelUI,45722,"势力值"
CelebrityHotelUI,45848,"9999"
CelebrityHotelUI,45842,"势力值"
CelebrityHotelUI,45742,"gfawgwa"
CelebrityHotelUI,45778,"gfawgwa"
CelebrityHotelUI,45582,"领取"
CelebrityHotelUI,45510,"20:48:31"
CelebrityHotelUI,45608,"3/3"
CelebrityHotelUI,45546,"领取"
CelebrityHotelUI,45334,"2782782782"
CelebrityHotelUI,45298,"狩猎"
CelebrityHotelUI,45726,"288.3k"
ChangeRoleUI,46142,"狩猎"
ChangeRoleUI,46168,"288.3k"
ChangeRoleUI,46130,"请选择BOSS形象"
ChangeRoleUI,46122,"消耗"
ChangeRoleUI,46134,"500"
ChangeRoleUI,46106,"领取"
ChangeRoleUI,46160,"使用中"
CharityUI,46420,"首通奖励"
CharityUI,46656,"208.3k"
CharityUI,46648,"28.3k"
CharityUI,46552,"28.3k"
CharityUI,46404,"当前运势: 顺风顺水"
CharityUI,46574,"100/100"
CharityUI,46388,"知名度越高奖励越好，偶遇情人几率越高
"
CharityUI,46640,"自动赈灾"
CharityUI,46608,"运势设置:"
CharityUI,46758,"90"
CharityUI,46664,"运势低于设置值时,自动赈灾至设置值"
CharityUI,46730,"自动银两赈灾"
CharityUI,46754,"自动物资赈灾"
CharityUI,46556,"手动赈灾"
CharityUI,46612,"金钱赈灾"
CharityUI,46636,"消耗金钱: 50"
CharityUI,46560,"赈灾效果: 运势+2"
CharityUI,46708,"领取"
CharityUI,46596,"金钱赈灾"
CharityUI,46668,"消耗金钱: 50"
CharityUI,46568,"赈灾效果: 运势+2"
CharityUI,46738,"领取"
CharityUI,46564,"金钱赈灾"
CharityUI,46524,"消耗金钱: 50"
CharityUI,46532,"赈灾效果: 运势+2"
CharityUI,46744,"领取"
ChatUI,47256,"聊天"
ChatUI,47710,"本服"
ChatUI,47772,"本服"
ChatUI,47734,"本服"
ChatUI,47764,"本服"
ChatUI,47694,"本服"
ChatUI,47768,"本服"
ChatUI,47716,"本服"
ChatUI,47760,"本服"
ChatUI,47596,"当前没有后宫道具!"
ChatUI,47422,"狩猎"
ChatUI,47744,"288.3k"
ChatUI,47366,"New Text"
ChatUI,47380,"领取"
ChatUI,46984,"agaf11111111111111111111111111111111111111111111111"
ChatUI,47456,"111111"
ChatUI,47492,"New Text"
ChatUI,47388,"agaf11111111111111111111111111111111111111111111111"
ChatUI,47476,"111111"
ChatUI,47442,"New Text"
ChatUI,47434,"agaf11111111111111111111111111111111111111111111111"
ChildCenterUI,48466,"狩猎"
ChildCenterUI,49242,"288.3k"
ChildCenterUI,48906,"暂无子嗣培养,请宠爱情人获得子嗣"
ChildCenterUI,49136,"哦"
ChildCenterUI,49178,"哦"
ChildCenterUI,49142,"卡宝少爷"
ChildCenterUI,49560,"母亲"
ChildCenterUI,49550,"亲密"
ChildCenterUI,49672,"1"
ChildCenterUI,49502,"天资"
ChildCenterUI,49474,"New Text"
ChildCenterUI,49454,"总资质"
ChildCenterUI,49396,"New Text"
ChildCenterUI,49438,"总属性"
ChildCenterUI,49522,"New Text"
ChildCenterUI,49392,"等级"
ChildCenterUI,49534,"New Text"
ChildCenterUI,49654,"1/3"
ChildCenterUI,49498,"01:26:30"
ChildCenterUI,49660,"领取"
ChildCenterUI,49606,"活力1/3"
ChildCenterUI,49666,"领取"
ChildCenterUI,49640,"等待封爵"
ChildCenterUI,49624,"领取"
ChildCenterUI,49260,"卡宝少爷"
ChildCenterUI,49494,"母亲"
ChildCenterUI,49382,"New Text"
ChildCenterUI,49556,"亲密"
ChildCenterUI,49644,"1"
ChildCenterUI,49434,"襁褓期"
ChildCenterUI,49408,"天资"
ChildCenterUI,49430,"New Text"
ChildCenterUI,49412,"01:26:30"
ChildCenterUI,49630,"领取"
ChildCenterUI,49486,"等待抓周"
ChildCenterUI,49610,"领取"
ChildCenterUI,49764,"空闲"
ChildCenterUI,49748,"阿哥释放"
ChildCenterUI,49740,"等级: 4/20"
ChildCenterUI,49776,"活力: 1/3"
ChildCenterUI,49772,"襁褓期"
ChildCenterUI,49768,"抓周"
ChildCenterUI,49780,"封爵"
ChildCenterUI,49706,"点击扩建"
ChildCenterUI,48788,"子嗣列表"
ChildCenterUI,48932,"培训栏: <color=#01d12e>1/3</color>"
ChildCenterUI,48722,"扩建至5个席位后开启一键教导"
ChildCenterUI,49116,"领取"
ChildCenterUI,48780,"恭喜帮主，请给少爷起名"
ChildCenterUI,48894,"母亲"
ChildCenterUI,48890,"瓦达"
ChildCenterUI,48902,"亲密度"
ChildCenterUI,49146,"1"
ChildCenterUI,48876,"天资"
ChildCenterUI,48734,"万里挑一"
ChildCenterUI,48336,"请输入子嗣名字"
ChildCenterUI,48340,"领取"
ChildCenterUI,48936,"首通奖励"
ChildCenterUI,49208,"阿哥释放"
ChildCenterUI,49132,"LV.8/10"
ChildCenterUI,48880,"平庸"
ChildCenterUI,49254,"瓦达"
ChildCenterUI,49198,"10"
ChildCenterUI,48738,"农、工"
ChildCenterUI,49128,"48"
ChildCenterUI,48812,"48"
ChildCenterUI,48844,"48"
ChildCenterUI,48772,"48"
ChildCenterUI,48856,"48"
ChildCenterUI,49160,"48"
ChildCenterUI,48852,"48"
ChildCenterUI,48800,"48"
ChildCenterUI,48848,"48"
ChildCenterUI,48840,"48"
ChildCenterUI,48412,"<color=#ffffff>每次教导随机增加四项属性</color> (数值由母亲亲密度决定)"
ChildCenterUI,48816,"母亲: 瓦达"
ChildCenterUI,48922,"10"
ChildCenterUI,48384,"农、军"
ChildCenterUI,48804,"111"
ChildCenterUI,48796,"111"
ChildCenterUI,48862,"111"
ChildCenterUI,48730,"111"
ChildCenterUI,48928,"111"
ChildCenterUI,48392,"领取"
ChildCenterUI,48450,"家族认证"
ChildCenterUI,48424,"111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"
ChildCenterUI,48476,"晋封为: 六等继任"
ChildCenterUI,48480,"New Text"
ChildCenterUI,48388,"请阁下给孩子改名"
ChildCenterUI,48758,"改名需要消耗钻石"
ChildCenterUI,48914,"100"
ChildCenterUI,48376,"x20"
ChildCenterUI,49236,"领取"
ChildCenterUI,49172,"领取"
ChildMsgDetailUI,49888,"联姻"
ChildMsgDetailUI,49958,"五品国公"
ChildMsgDetailUI,49972,"发护肤安慰 "
ChildMsgDetailUI,49982,"发护肤安慰 "
ChildMsgDetailUI,49976,"发护肤安慰 "
ChildMsgDetailUI,49968,"发护肤安慰 "
ChildMsgDetailUI,50018,"287"
ChildMsgDetailUI,50022,"287"
ChildMsgDetailUI,50010,"287"
ChildMsgDetailUI,50042,"287"
ChildMsgDetailUI,50006,"287"
ChildMsgDetailUI,50034,"287"
ChildMsgDetailUI,50026,"287"
ChildMsgDetailUI,50038,"287"
ChildMsgDetailUI,50030,"287"
ChildMsgDetailUI,50014,"287"
ChildMsgDetailUI,49954,"确定"
CityManagerUI,50862,"新奥尔良"
CityManagerUI,50922,"新奥尔良"
CityManagerUI,50626,"洁儿达诺家族"
CityManagerUI,50656,"资源"
CityManagerUI,50652,"资源产量/时"
CityManagerUI,50840,"200000"
CityManagerUI,50850,"600000"
CityManagerUI,50722,"全部"
CityManagerUI,50782,"全部"
CityManagerUI,51028,"养成技能"
CityManagerUI,51048,"效果描述"
CityManagerUI,51086,"无"
CityManagerUI,51024,"弗兰克"
CityManagerUI,51016,"头目资源产量加成/小时"
CityManagerUI,51140,"15000"
CityManagerUI,51052,"养成技能"
CityManagerUI,51020,"效果描述"
CityManagerUI,51076,"无"
CityManagerUI,51040,"弗兰克"
CityManagerUI,51004,"头目资源产量加成/小时"
CityManagerUI,51144,"15000"
CityManagerUI,50548,"头目列表"
CityManagerUI,50648,"头目列表"
CityManagerUI,50544,"已婚继任"
CityManagerUI,50670,"已婚继任"
CityManagerUI,50570,"全部"
CityManagerUI,50622,"全部"
CityManagerUI,50522,"钻石"
CityManagerUI,50660,"钻石"
CityManagerUI,50474,"势力"
CityManagerUI,50684,"势力"
CityManagerUI,50500,"钞票"
CityManagerUI,50644,"钞票"
CityManagerUI,50508,"物资"
CityManagerUI,50640,"物资"
CityManagerUI,50346,"派遣"
CityManagerUI,50462,"领地管辖"
CityStageUI,52160,"Lv.99"
CityStageUI,52420,"121212"
CityStageUI,52188,"狩猎"
CityStageUI,52486,"288.3"
CityStageUI,53116,"10%"
CityStageUI,51926,"581/900"
CityStageUI,52056,"星数排行"
CityStageUI,52318,"头目名称"
CityStageUI,52138,"关卡对应张杰名字"
CityStageUI,52070,"消耗行动力:"
CityStageUI,52298,"1"
CityStageUI,51914,"通关次数：8/10词"
CityStageUI,52216,"阵容"
CityStageUI,51770,"推荐阵容战力：2000"
CityStageUI,52122,"领取"
CityStageUI,52210,"领取"
CityStageUI,51822,"次数重置(1/5)"
CityStageUI,52078,"领取"
CityStageUI,52104,"通关奖励"
CityStageUI,52666,"1000"
CityStageUI,51816,"SWEEPING"
CityStageUI,52314,"这里可以看到你的扫荡战报详情~~"
CityStageUI,53144,"通关奖励"
CityStageUI,52676,"美金: "
CityStageUI,53912,"10000"
CityStageUI,52682,"经验: "
CityStageUI,53650,"10000"
CityStageUI,53936,"+100(其他加成)"
CityStageUI,52170,"领取"
CityStageUI,52150,"领取"
CityStageUI,52128,"领取"
CityStageUI,52222,"头目A碎片:2/50"
CityStageUI,51524,"关卡1"
ClothAddAttrUI,54192,"衣服一"
ClothAddAttrUI,54314,"礼仪"
ClothAddAttrUI,54302,"+40"
ClothAddAttrUI,54322,"修养"
ClothAddAttrUI,54338,"+40"
ClothAddAttrUI,54318,"魅力"
ClothAddAttrUI,54294,"+40"
ClothAddAttrUI,54326,"心计"
ClothAddAttrUI,54342,"+40"
ClothAddAttrUI,54204,"New Text"
ClothAddAttrUI,54124,"尚未有服饰加成"
ClothAddAttrUI,54084,"rjtj"
ClothAddAttrUI,54158,"+40"
ClothAddAttrUI,54130,"+40"
ClothAddAttrUI,54162,"+40"
ClothAddAttrUI,54166,"+40"
ClothAddAttrUI,54310,"rjtj"
ClothAddAttrUI,54334,"rjtj"
ClothAddAttrUI,54052,"服饰加成"
ClothAddAttrUI,54068,"服务安抚
福娃发"
CreateRoleUI,54562,"111"
CreateRoleUI,54566,"111"
CreateRoleUI,54470,"名字重复"
DailyActiveUI,54760,"狩猎"
DailyActiveUI,54906,"288.3k"
DailyActiveUI,54770,"New Text"
DailyActiveUI,54784,"New Text"
DailyActiveUI,54952,"10%"
DailyActiveUI,54794,"王朝副本挑战次数达到5"
DailyActiveUI,54788,"4/5"
DailyActiveUI,54888,"已完成"
DailyActiveUI,54864,"领取"
DailyActiveUI,54870,"领取"
DaliyBattleChooseLevelUI,55212,"产出总览"
DaliyBattleChooseLevelUI,55198,"1541"
DaliyBattleChooseLevelUI,55182,"你好
福娃"
DaliyBattleChooseLevelUI,55118,"罪犯详情"
DaliyBattleUI,55534,"狩猎"
DaliyBattleUI,55574,"288.3k"
DaliyBattleUI,55540,"开始狩猎"
DaliyBattleUI,55506,"开始狩猎"
DaliyBattleUI,55422,"New Text"
DaliyBattleUI,55526,"钻石
fawfawf"
DaliyBattleUI,55494,"钻石"
DaliyBattleUI,55522,"今日开启"
DareTowerUI,56142,"狩猎"
DareTowerUI,56340,"288.3k"
DareTowerUI,56182,"Lv.99"
DareTowerUI,56360,"121212"
DareTowerUI,56002,"今日可挑战次数：10次"
DareTowerUI,56250,"头目名称"
DareTowerUI,56190,"推荐阵容战力：20000"
DareTowerUI,56110,"关卡对应张杰名字"
DareTowerUI,56104,"消耗行动力:"
DareTowerUI,56268,"1"
DareTowerUI,56126,"阵容"
DareTowerUI,56010,"首通奖励: "
DareTowerUI,56246,"100"
DareTowerUI,56168,"领取"
DareTowerUI,56148,"已掠夺"
DareTowerUI,56114,"通关奖励"
DareTowerUI,56538,"1000"
DareTowerUI,55690,"关卡1"
DateRecordUI,57794,"首通奖励"
DateRecordUI,57772,"夏雨荷"
DateRecordUI,57790,"澳大利亚"
DateRecordUI,57874,"第n次邂逅"
DateRecordUI,57860,"夏雨荷从你的身边经过，没有注意到你"
DateRecordUI,57846,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"
DateRecordUI,57818,"当前没有后宫道具!"
DebugUI,57960,"发送"
DebugUI,57936,"Debug"
DecomposeUI,59800,"道具"
DecomposeUI,59908,"道具"
DecomposeUI,59594,"道具"
DecomposeUI,59876,"道具"
DecomposeUI,58570,"领取"
DecomposeUI,58624,"领取"
DecomposeUI,59566,"道具"
DecomposeUI,59900,"道具"
DecomposeUI,59578,"道具"
DecomposeUI,59904,"道具"
DecomposeUI,59824,"道具"
DecomposeUI,59892,"道具"
DecomposeUI,58538,"重生返还初始装备的碎片以及养成消耗的大量资源"
DecomposeUI,59808,"New Text"
DecomposeUI,59714,"New Text"
DecomposeUI,59672,"New Text"
DecomposeUI,59772,"New Text"
DecomposeUI,59150,"重生返还初始装备的碎片以及养成消耗的大量资源"
DecomposeUI,58550,"重生返还初始装备的碎片以及养成消耗的大量资源"
DecomposeUI,59622,"New Text"
DecomposeUI,59570,"New Text"
DecomposeUI,59598,"New Text"
DecomposeUI,59606,"New Text"
DecomposeUI,59116,"重生返还初始装备的碎片以及养成消耗的大量资源"
DecomposeUI,58554,"重生返还初始装备的碎片以及养成消耗的大量资源"
DecomposeUI,59668,"New Text"
DecomposeUI,59780,"New Text"
DecomposeUI,59722,"New Text"
DecomposeUI,59816,"New Text"
DecomposeUI,59134,"重生返还初始装备的碎片以及养成消耗的大量资源"
DecomposeUI,59120,"重生"
DecomposeUI,59256,"x50"
DecomposeUI,58298,"狩猎"
DecomposeUI,59340,"288.3k"
DecomposeUI,59262,"道具"
DecomposeUI,59740,"道具"
DecomposeUI,59286,"道具"
DecomposeUI,59618,"道具"
DialogUI,60052,"勇者"
DicingUI,60192,"开始狩猎"
DicingUI,60206,"对局：%s/%s"
DicingUI,60200,"已获得得分："
DicingUI,60138,"New Text"
DicingUI,60134,"New Text"
DicingUI,60212,"开始狩猎"
DirectedTravelUI,60532,"按个"
DirectedTravelUI,60578,"此行路途遥远,需备足资金"
DirectedTravelUI,60596,"50"
DirectedTravelUI,60506,"随机事件"
DirectedTravelUI,60640,"事件名字"
DirectedTravelUI,60648,"事件描述事件描述事件描述事件描述事件描述事件描述事件描述事件描述事件描述事件描述"
DirectedTravelUI,60664,"邂逅!"
DirectedTravelUI,60676,"寻访事件:有几率获得美女"
DirectedTravelUI,60430,"狩猎"
DirectedTravelUI,60628,"288.3k"
DirectedTravelUI,60456,"定向出行数量: 1/3"
DirectedTravelUI,60472,"知名度"
DirectedTravelUI,60516,"100/100"
DirectedTravelUI,60328,"距离京城5公里"
DirectedTravelUI,60352,"运势消耗: 2"
DirectedTravelUI,60450,"00:00:00"
DirectedTravelUI,60538,"领取"
DirectedTravelUI,60418,"体力: 3/3"
DirectedTravelUI,60510,"领取"
DressingUI,60990,"狩猎"
DressingUI,61164,"288.3k"
DressingUI,60958,"仙蕊"
DressingUI,61064,"初始服饰"
DressingUI,61002,"额外属性加成"
DressingUI,60954,"额外属性加成"
DressingUI,60986,"初始衣服"
DressingUI,61148,"+40"
DressingUI,61144,"+40"
DressingUI,61160,"+40"
DressingUI,61152,"+40"
DressingUI,61056,"获取"
DressingUI,61092,"获取"
DressingUI,60850,"发放娃娃发我无法发我发我
发放娃娃发我无法发我发我"
DressingUI,60942,"获取"
DynastyBattleReportUI,61270,"New Text"
DynastyBattleReportUI,61390,"第X场争霸战已结束，战绩如下"
DynastyBattleReportUI,61528,"王朝总战绩"
DynastyBattleReportUI,61540,"999999"
DynastyBattleReportUI,61492,"上场攻打战绩"
DynastyBattleReportUI,61532,"999999"
DynastyBattleReportUI,61518,"上场防守战绩"
DynastyBattleReportUI,61636,"999999"
DynastyBattleReportUI,61382,"王朝总战绩"
DynastyBattleReportUI,61376,"玩家名称"
DynastyBattleReportUI,61488,"上场战绩"
DynastyBattleReportUI,61514,"999999"
DynastyBattleReportUI,61536,"总战绩"
DynastyBattleReportUI,61506,"999999"
DynastyBattleReportUI,61372,"下场王朝战: 周四10:00-24:00"
DynastyBattleReportUI,61522,"首通奖励"
DynastyBattleReportUI,61784,"王朝名字"
DynastyBattleReportUI,61740,"建筑1"
DynastyBattleReportUI,61808,"剩余0次防守次数"
DynastyBattleReportUI,61748,"建筑1"
DynastyBattleReportUI,61728,"剩余0次防守次数"
DynastyBattleReportUI,61724,"建筑1"
DynastyBattleReportUI,61716,"剩余0次防守次数"
DynastyBattleReportUI,61708,"建筑1"
DynastyBattleReportUI,61760,"剩余0次防守次数"
DynastyBattleReportUI,61732,"王朝名字"
DynastyBattleReportUI,61800,"建筑1"
DynastyBattleReportUI,61780,"剩余0次防守次数"
DynastyBattleReportUI,61792,"建筑1"
DynastyBattleReportUI,61736,"剩余0次防守次数"
DynastyBattleReportUI,61712,"建筑1"
DynastyBattleReportUI,61764,"剩余0次防守次数"
DynastyBattleReportUI,61812,"建筑1"
DynastyBattleReportUI,61752,"剩余0次防守次数"
DynastyBattleReportUI,61756,"王朝名字"
DynastyBattleReportUI,61772,"建筑1"
DynastyBattleReportUI,61796,"剩余0次防守次数"
DynastyBattleReportUI,61744,"建筑1"
DynastyBattleReportUI,61804,"剩余0次防守次数"
DynastyBattleReportUI,61788,"建筑1"
DynastyBattleReportUI,61720,"剩余0次防守次数"
DynastyBattleReportUI,61776,"建筑1"
DynastyBattleReportUI,61768,"剩余0次防守次数"
DynastyBattleReportUI,61502,"今日获得防守战绩:<color=#F0C058>7300</color>"
DynastyBattleRewardUI,61882,"首通奖励"
DynastyBattleRewardUI,61948,"私人猎场"
DynastyBattleRewardUI,61998,"未通关"
DynastyBattleRewardUI,62006,"领取"
DynastyBattleRewardUI,62002,"已领取"
DynastyBattleUI,62664,"王朝总战绩:"
DynastyBattleUI,62680,"9999999"
DynastyBattleUI,62652,"个人总战绩:"
DynastyBattleUI,62676,"9999999"
DynastyBattleUI,62692,"个人每日战绩"
DynastyBattleUI,62696,"9999999"
DynastyBattleUI,62644,"总攻城次数"
DynastyBattleUI,62660,"9999999"
DynastyBattleUI,62546,"排行榜"
DynastyBattleUI,62502,"攻城奖励"
DynastyBattleUI,62566,"查看状况"
DynastyBattleUI,62506,"狩猎"
DynastyBattleUI,62704,"288.3k"
DynastyBattleUI,62542,"医院 0/1"
DynastyBattleUI,62324,"服务器S362"
DynastyBattleUI,62570,"9999/9999"
DynastyBattleUI,62688,"医院 0/1"
DynastyBattleUI,62648,"医院 0/1"
DynastyBattleUI,62388,"服务器S362"
DynastyBattleUI,62536,"9999/9999"
DynastyBattleUI,62656,"医院 0/1"
DynastyBattleUI,62668,"医院 0/1"
DynastyBattleUI,62284,"服务器S362"
DynastyBattleUI,62556,"9999/9999"
DynastyBattleUI,62672,"医院 0/1"
DynastyBattleUI,62684,"医院 0/1"
DynastyBattleUI,62362,"服务器S362"
DynastyBattleUI,62600,"9999/9999"
DynastyBattleUI,62516,"挑战次数: 0"
DynastyBattleUI,62280,"10:25:00 本轮结束"
DynastyBuildingUI,62880,"炮台"
DynastyBuildingUI,63002,"9999/9999"
DynastyBuildingUI,62974,"攻城奖励"
DynastyBuildingUI,62982,"获得2400点军团经验"
DynastyBuildingUI,62966,"攻破条件"
DynastyBuildingUI,63046,"攻城奖励"
DynastyBuildingUI,63042,"攻城奖励"
DynastyBuildingUI,62996,"狩猎"
DynastyBuildingUI,63084,"288.3k"
DynastyBuildingUI,62954,"阵容"
DynastyBuildingUI,63122,"玩家名字"
DynastyBuildingUI,63110,"战力: 9999999"
DynastyBuildingUI,63104,"防守次数: 4"
DynastyBuildingUI,63038,"挑战次数: 0"
DynastyBuildingUI,62950,"10:25:00 本轮结束"
DynastyBuildingUI,62970,"挑战胜利，可打掉<color=#f0c058>58</color>点HP，获得<color=#01d12e>58</color>军团贡献 守军战力越高，挑战获得个人战绩越多"
DynastyChallengeRewardUI,63374,"美国混混"
DynastyChallengeRewardUI,63384,"狩猎"
DynastyChallengeRewardUI,63546,"288.3k"
DynastyChallengeRewardUI,63394,"7小时内击杀,可领取"
DynastyChallengeRewardUI,63494,"预览"
DynastyChallengeRewardUI,63662,"01"
DynastyChallengeRewardUI,63684,"金币X200000"
DynastyChallengeRewardUI,63680,"玩家昵称"
DynastyChallengeRewardUI,63402,"玩家信息"
DynastyChallengeRewardUI,63358,"07:42:37内,每击败一个关卡,都可以开启一份宝藏,王朝成员都可以从以下奖励中随机抽取一种"
DynastyChallengeRewardUI,63558,"领取"
DynastyChallengeRewardUI,63564,"美国混混"
DynastyChallengeRewardUI,63610,"X15"
DynastyChallengeRewardUI,63554,"数量: 12/12"
DynastyChallengeUI,66480,"剧场"
DynastyChallengeUI,66284,"剧场"
DynastyChallengeUI,66200,"剧场"
DynastyChallengeUI,66412,"剧场"
DynastyChallengeUI,66436,"剧场"
